 C:\WinTA100\DIL805.PRO\Data\Quenching\03_Isabelle_CQ60_Homogeneizado_30min_II_09.01.17.PAR
                Time - rel. Change in Length /  Temperature  /  Nominal Temperature 
                  s                %                    °C                    °C
   471        11.81329823        0.12393772      118.09945679      118.12092590
   472        11.83835506        0.12473236      118.39358521      118.37173462
   473        11.86343670        0.12470588      118.59978485      118.62250519
   474        11.88849068        0.12571242      118.79309082      118.87286377
   475        11.91355705        0.12565945      119.13648224      119.12371826
   476        11.93862820        0.12613624      119.38755798      119.37430573
   477        11.96374989        0.12608325      119.58704376      119.62550354
   478        11.98878956        0.12629516      119.88120270      119.87599182
   479        12.01387978        0.12714279      120.18370819      120.12687683
   480        12.03896046        0.12724873      120.53617096      120.37747192
   481        12.06404781        0.12769903      120.56369781      120.62844849
   482        12.08912182        0.12804337      120.87236786      120.87930298
   483        12.11419296        0.12881154      121.10662842      121.12997437
   484        12.13922977        0.12875855      121.41259766      121.38045502
   485        12.16429996        0.12889099      121.53371429      121.63108063
   486        12.18938637        0.13037433      121.92476654      121.88182831
   487        12.21441174        0.12971212      122.10074615      122.13224792
   488        12.23951054        0.13026838      122.40727997      122.38314819
   489        12.26455975        0.13042730      122.59452820      122.63359833
